,uid,first_seen,last_seen,stream_count,comment_count
220091997,220091997,2021-07-21,2022-05-08,20,31
35526212,35526212,2021-07-21,2022-05-11,81,459
143584363,143584363,2021-07-21,2022-05-11,52,434
440343046,440343046,2021-07-21,2022-05-11,22,236
1469327,1469327,2021-07-21,2022-05-11,42,117
350549635,350549635,2021-07-21,2022-05-11,40,143
406780474,406780474,2021-07-21,2022-05-08,72,171
33426389,33426389,2021-07-21,2022-05-11,70,276
303011923,303011923,2021-07-21,2022-05-11,15,19
12914974,12914974,2021-07-21,2022-05-11,186,2508
21038353,21038353,2021-07-21,2022-05-11,10,29
437017518,437017518,2021-07-21,2022-05-08,161,546
518095837,518095837,2021-07-21,2022-05-11,10,36
17761731,17761731,2021-07-21,2022-05-08,197,862
10961076,10961076,2021-07-21,2022-05-11,60,527
13465367,13465367,2021-07-21,2022-05-11,118,465
52264502,52264502,2021-07-21,2022-05-08,63,686
79517633,79517633,2021-07-21,2022-05-11,15,17
431686344,431686344,2021-07-21,2022-05-11,28,50
193945024,193945024,2021-07-21,2022-05-11,120,1570
107871103,107871103,2021-07-21,2022-05-11,54,74
25647588,25647588,2021-07-21,2022-05-11,10,29
13477516,13477516,2021-07-21,2022-05-08,164,1209
24462712,24462712,2021-07-21,2022-05-11,27,50
495300426,495300426,2021-07-21,2022-05-11,34,82
288959622,288959622,2021-07-21,2022-05-11,19,62
319971781,319971781,2021-07-21,2022-05-08,126,512
297972858,297972858,2021-07-21,2022-05-11,87,178
99997333,99997333,2021-07-21,2022-05-11,29,135
177522770,177522770,2021-07-21,2022-05-08,72,368
483372005,483372005,2021-07-21,2022-05-11,42,647
44347679,44347679,2021-07-21,2022-05-08,26,53
206170951,206170951,2021-07-21,2022-05-11,15,31
406024180,406024180,2021-07-21,2022-05-11,10,15
433331807,433331807,2021-07-21,2022-05-08,104,238
14221987,14221987,2021-07-21,2022-05-11,201,5591
12585878,12585878,2021-07-21,2022-05-11,22,64
622788975,622788975,2021-07-21,2022-05-11,39,74
3851224,3851224,2021-07-21,2022-05-08,159,3041
168826517,168826517,2021-07-21,2022-05-11,31,114
291198988,291198988,2021-07-21,2022-05-11,27,51
1858684,1858684,2021-07-21,2022-05-08,145,603
234137275,234137275,2021-07-21,2022-05-08,137,623
34807068,34807068,2021-07-21,2022-05-11,68,209
17802086,17802086,2021-07-21,2022-05-11,11,15
152888774,152888774,2021-07-21,2022-05-11,47,245
472993949,472993949,2021-07-21,2022-05-11,17,75
49680588,49680588,2021-07-21,2022-05-08,95,997
1006579842,1006579842,2021-07-21,2022-05-11,49,172
623079038,623079038,2021-07-21,2022-05-08,69,380
392100324,392100324,2021-07-21,2022-05-11,23,82
275531908,275531908,2021-07-21,2022-05-11,97,634
17543521,17543521,2021-07-21,2022-05-08,139,615
3720020,3720020,2021-07-21,2022-05-11,115,633
36180278,36180278,2021-07-21,2022-05-11,24,63
20375665,20375665,2021-07-21,2022-05-08,19,32
28544108,28544108,2021-07-21,2022-05-11,67,182
16563128,16563128,2021-07-21,2022-05-08,13,18
34291588,34291588,2021-07-21,2022-05-11,30,69
333184509,333184509,2021-07-21,2022-05-11,49,489
167501272,167501272,2021-07-21,2022-05-11,12,23
231758889,231758889,2021-07-21,2022-05-11,25,62
160431468,160431468,2021-07-21,2022-05-08,59,60
10504166,10504166,2021-07-21,2022-05-11,19,28
4611421,4611421,2021-07-21,2022-05-08,90,91
11275689,11275689,2021-07-22,2022-05-11,62,241
111631468,111631468,2021-07-22,2022-05-08,164,577
13151874,13151874,2021-07-22,2022-05-11,10,12
355165008,355165008,2021-07-22,2022-05-11,41,125
380947445,380947445,2021-07-22,2022-05-08,59,106
11907423,11907423,2021-07-22,2022-05-11,90,419
9000638,9000638,2021-07-22,2022-05-11,78,314
29530699,29530699,2021-07-22,2022-05-11,36,147
33289079,33289079,2021-07-22,2022-05-11,86,269
11938528,11938528,2021-07-22,2022-05-11,36,72
434903893,434903893,2021-07-22,2022-05-11,31,195
128461155,128461155,2021-07-22,2022-05-11,20,38
35992397,35992397,2021-07-22,2022-05-08,147,1410
36563843,36563843,2021-07-22,2022-05-08,34,74
27586670,27586670,2021-07-22,2022-05-11,25,86
2003651,2003651,2021-07-22,2022-05-08,73,152
148920810,148920810,2021-07-22,2022-05-11,89,275
5557671,5557671,2021-07-22,2022-05-11,73,412
39586495,39586495,2021-07-22,2022-05-11,11,55
531411,531411,2021-07-22,2022-05-11,37,150
16926209,16926209,2021-07-22,2022-05-11,22,68
345330521,345330521,2021-07-22,2022-05-11,117,1143
272958900,272958900,2021-07-22,2022-05-11,35,155
54805391,54805391,2021-07-22,2022-05-11,11,61
3078863,3078863,2021-07-22,2022-05-11,106,258
24642874,24642874,2021-07-22,2022-05-08,53,75
42356223,42356223,2021-07-23,2022-05-11,55,302
5323263,5323263,2021-07-23,2022-05-08,61,117
239581608,239581608,2021-07-23,2022-05-08,67,123
22863452,22863452,2021-07-23,2022-05-08,16,33
9173518,9173518,2021-07-23,2022-05-11,42,116
20110228,20110228,2021-07-23,2022-05-11,18,49
2321799,2321799,2021-07-23,2022-05-11,97,1097
304203751,304203751,2021-07-23,2022-05-11,41,90
34325723,34325723,2021-07-23,2022-05-08,34,255
26886624,26886624,2021-07-23,2022-05-11,53,81
24506848,24506848,2021-07-23,2022-05-08,79,351
13254351,13254351,2021-07-23,2022-05-08,11,15
8160928,8160928,2021-07-23,2022-05-11,30,80
10932035,10932035,2021-07-23,2022-05-08,21,34
102526989,102526989,2021-07-23,2022-05-08,98,283
8818197,8818197,2021-07-23,2022-05-11,146,527
37530819,37530819,2021-07-23,2022-05-11,55,142
35164424,35164424,2021-07-23,2022-05-11,72,1029
8085431,8085431,2021-07-23,2022-05-11,93,430
4714277,4714277,2021-07-23,2022-05-11,119,313
229837830,229837830,2021-07-23,2022-05-08,38,66
13349580,13349580,2021-07-23,2022-05-11,12,18
31976119,31976119,2021-07-23,2022-05-11,119,459
11690198,11690198,2021-07-23,2022-05-11,13,18
74887443,74887443,2021-07-23,2022-05-08,15,22
8418683,8418683,2021-07-23,2022-05-08,114,1189
33918983,33918983,2021-07-23,2022-05-11,143,497
7258322,7258322,2021-07-23,2022-05-11,15,19
233899336,233899336,2021-07-28,2022-05-08,65,130
13853544,13853544,2021-07-28,2022-05-08,69,178
10483301,10483301,2021-07-28,2022-05-08,24,52
23003630,23003630,2021-07-28,2022-05-11,86,235
2192486,2192486,2021-07-28,2022-05-08,84,145
10081287,10081287,2021-07-28,2022-05-08,49,218
97578501,97578501,2021-07-28,2022-05-11,31,62
12414627,12414627,2021-07-28,2022-05-11,15,32
37770077,37770077,2021-07-28,2022-05-11,10,25
155435158,155435158,2021-07-28,2022-05-08,107,225
8443432,8443432,2021-07-28,2022-05-11,12,58
36932378,36932378,2021-07-28,2022-05-11,75,157
313536584,313536584,2021-07-28,2022-05-08,136,583
312514,312514,2021-07-28,2022-05-08,48,136
88490657,88490657,2021-07-28,2022-05-11,19,172
38746914,38746914,2021-07-28,2022-05-08,72,157
39473166,39473166,2021-07-28,2022-05-08,34,46
5483847,5483847,2021-07-28,2022-05-08,72,123
471934068,471934068,2021-07-28,2022-05-11,62,333
8788574,8788574,2021-07-28,2022-05-11,11,35
153593222,153593222,2021-07-28,2022-05-11,54,124
13254603,13254603,2021-07-28,2022-05-11,45,150
1766932,1766932,2021-07-28,2022-05-08,42,123
27653022,27653022,2021-07-28,2022-05-11,28,72
6442441,6442441,2021-07-28,2022-05-11,17,76
16091854,16091854,2021-07-28,2022-05-11,51,206
52609648,52609648,2021-07-28,2022-05-08,146,614
144822552,144822552,2021-07-28,2022-05-11,28,42
285970630,285970630,2021-07-28,2022-05-11,100,327
179116057,179116057,2021-07-28,2022-05-11,24,34
32807594,32807594,2021-07-28,2022-05-08,58,118
314494759,314494759,2021-07-28,2022-05-11,16,50
32898784,32898784,2021-07-28,2022-05-11,55,305
1932043,1932043,2021-07-28,2022-05-11,150,534
11995563,11995563,2021-07-28,2022-05-11,21,60
109035160,109035160,2021-07-28,2022-05-11,20,46
154127593,154127593,2021-07-28,2022-05-11,51,211
3658643,3658643,2021-07-28,2022-05-11,10,15
86944446,86944446,2021-07-28,2022-05-11,21,94
7125663,7125663,2021-07-28,2022-05-11,10,20
162037064,162037064,2021-07-28,2022-05-11,51,351
11327799,11327799,2021-07-28,2022-05-08,22,122
8065167,8065167,2021-07-28,2022-05-11,16,26
163862187,163862187,2021-07-28,2022-05-08,78,777
132646647,132646647,2021-07-28,2022-05-08,76,238
18931355,18931355,2021-07-28,2022-05-11,64,150
13540455,13540455,2021-07-28,2022-05-11,17,26
49882369,49882369,2021-07-29,2022-05-11,10,27
61993781,61993781,2021-07-29,2022-05-11,29,89
12586377,12586377,2021-07-29,2022-05-11,179,11401
384503603,384503603,2021-07-29,2022-05-11,47,165
44528307,44528307,2021-07-29,2022-05-11,39,489
200550654,200550654,2021-07-29,2022-05-11,18,30
4868277,4868277,2021-07-29,2022-05-11,66,399
37923354,37923354,2021-07-29,2022-05-08,95,278
23458690,23458690,2021-07-29,2022-05-11,12,24
1945364,1945364,2021-07-29,2022-05-11,10,22
20276260,20276260,2021-07-29,2022-05-08,61,312
36809469,36809469,2021-07-29,2022-05-08,58,118
396420693,396420693,2021-07-29,2022-05-11,35,974
7093777,7093777,2021-07-29,2022-05-11,142,3629
336136355,336136355,2021-07-29,2022-05-11,22,137
272306624,272306624,2021-07-29,2022-05-11,17,25
13124969,13124969,2021-07-29,2022-05-11,52,177
173832715,173832715,2021-07-29,2022-05-11,70,573
23230083,23230083,2021-07-29,2022-05-11,28,58
166372246,166372246,2021-07-29,2022-05-11,26,66
14741760,14741760,2021-07-29,2022-05-11,18,32
54872992,54872992,2021-07-29,2022-05-11,155,4463
9942434,9942434,2021-07-29,2022-05-08,28,49
167507521,167507521,2021-07-29,2022-05-11,47,202
1762301,1762301,2021-07-29,2022-05-11,48,179
45368146,45368146,2021-07-29,2022-05-11,169,1049
406791246,406791246,2021-07-29,2022-05-11,13,42
163057786,163057786,2021-07-29,2022-05-11,125,497
24068166,24068166,2021-07-29,2022-05-11,31,91
32983521,32983521,2021-07-29,2022-05-11,11,22
28953392,28953392,2021-07-29,2022-05-11,28,39
12045171,12045171,2021-07-29,2022-05-11,20,52
31121069,31121069,2021-07-29,2022-05-11,18,52
306164490,306164490,2021-07-29,2022-05-08,35,66
11021155,11021155,2021-07-29,2022-05-08,31,81
21259247,21259247,2021-07-29,2022-05-08,53,1103
36208648,36208648,2021-07-29,2022-05-11,16,57
8607701,8607701,2021-07-29,2022-05-08,62,236
30181853,30181853,2021-07-29,2022-05-08,33,113
17991665,17991665,2021-07-29,2022-05-11,48,106
31006680,31006680,2021-07-29,2022-05-11,124,1001
13526233,13526233,2021-07-29,2022-05-08,85,195
13240628,13240628,2021-07-29,2022-05-11,14,22
40809795,40809795,2021-07-29,2022-05-11,101,462
518898279,518898279,2021-07-30,2022-05-11,178,873
45082432,45082432,2021-07-30,2022-05-11,10,15
5896936,5896936,2021-07-30,2022-05-11,134,1611
406480177,406480177,2021-07-30,2022-05-11,13,34
21725504,21725504,2021-07-30,2022-05-11,73,221
361418880,361418880,2021-07-30,2022-05-11,60,577
341560635,341560635,2021-07-30,2022-05-11,18,87
178481166,178481166,2021-07-30,2022-05-08,89,276
1866835760,1866835760,2021-07-30,2022-05-08,90,433
249669855,249669855,2021-07-30,2022-05-11,13,77
23682483,23682483,2021-07-30,2022-05-11,96,222
229080384,229080384,2021-07-30,2022-05-11,19,42
382380247,382380247,2021-07-30,2022-05-11,22,256
381786843,381786843,2021-07-30,2022-05-11,20,72
269539868,269539868,2021-07-30,2022-05-08,115,305
702839259,702839259,2021-07-30,2022-05-11,16,25
1961190998,1961190998,2021-07-30,2022-05-08,97,268
179400216,179400216,2021-07-30,2022-05-11,163,4181
23021854,23021854,2021-07-30,2022-05-11,21,94
82801515,82801515,2021-07-30,2022-05-11,23,58
185595063,185595063,2021-07-30,2022-05-11,53,304
108893687,108893687,2021-07-30,2022-05-11,152,739
62451655,62451655,2021-07-30,2022-05-11,11,20
87180235,87180235,2021-07-30,2022-05-11,51,83
38282008,38282008,2021-07-30,2022-05-08,87,384
434545012,434545012,2021-07-30,2022-05-11,28,180
190059233,190059233,2021-07-30,2022-05-11,53,281
3320618,3320618,2021-07-30,2022-05-11,73,203
286940514,286940514,2021-07-30,2022-05-11,55,81
35067111,35067111,2021-07-30,2022-05-11,82,327
629808098,629808098,2021-07-30,2022-05-11,28,60
157391033,157391033,2021-07-30,2022-05-11,11,14
33291362,33291362,2021-07-30,2022-05-08,17,48
172722298,172722298,2021-07-30,2022-05-11,22,40
8149173,8149173,2021-07-30,2022-05-11,16,64
17121931,17121931,2021-07-30,2022-05-11,132,266
190736,190736,2021-07-30,2022-05-11,45,168
12716769,12716769,2021-07-30,2022-05-11,34,131
46766384,46766384,2021-07-30,2022-05-11,15,38
6536313,6536313,2021-07-30,2022-05-11,26,52
188834226,188834226,2021-07-30,2022-05-11,15,57
107806260,107806260,2021-07-30,2022-05-08,34,43
20224851,20224851,2021-07-30,2022-05-11,11,16
490883328,490883328,2021-07-30,2022-05-11,41,242
13969932,13969932,2021-07-30,2022-05-11,142,2036
346414389,346414389,2021-07-30,2022-05-08,40,121
615255,615255,2021-07-30,2022-05-11,62,194
267074728,267074728,2021-07-30,2022-05-11,10,22
60737395,60737395,2021-07-30,2022-05-11,15,38
322160977,322160977,2021-07-30,2022-05-11,12,39
20562136,20562136,2021-07-30,2022-05-11,31,86
7272733,7272733,2021-07-30,2022-05-08,92,352
335605407,335605407,2021-07-30,2022-05-11,10,32
143935619,143935619,2021-07-31,2022-05-08,51,601
16033064,16033064,2021-07-31,2022-05-11,13,39
130593281,130593281,2021-07-31,2022-05-11,65,139
34497273,34497273,2021-07-31,2022-05-11,99,518
192084768,192084768,2021-07-31,2022-05-11,11,36
454404992,454404992,2021-07-31,2022-05-11,38,50
9132711,9132711,2021-07-31,2022-05-08,13,14
33189171,33189171,2021-07-31,2022-05-11,49,83
175489142,175489142,2021-07-31,2022-05-11,10,26
211992163,211992163,2021-07-31,2022-05-11,19,44
41828848,41828848,2021-07-31,2022-05-11,26,87
21157246,21157246,2021-07-31,2022-05-11,29,104
400281188,400281188,2021-07-31,2022-05-11,49,742
10823541,10823541,2021-07-31,2022-05-11,31,148
9240929,9240929,2021-07-31,2022-05-11,19,38
244355265,244355265,2021-07-31,2022-05-11,34,75
12254802,12254802,2021-07-31,2022-05-11,32,93
13537249,13537249,2021-07-31,2022-05-11,119,454
21392023,21392023,2021-07-31,2022-05-11,216,3359
13653632,13653632,2021-07-31,2022-05-11,29,69
98742703,98742703,2021-07-31,2022-05-08,101,190
275952131,275952131,2021-07-31,2022-05-08,65,76
77521658,77521658,2021-07-31,2022-05-08,36,39
3972867,3972867,2021-07-31,2022-05-08,12,17
34211309,34211309,2021-07-31,2022-05-11,21,59
7348134,7348134,2021-07-31,2022-05-11,52,125
284620320,284620320,2021-08-04,2022-05-08,57,143
34475103,34475103,2021-08-04,2022-05-11,124,755
92527045,92527045,2021-08-04,2022-05-08,104,886
21345898,21345898,2021-08-04,2022-05-11,162,2327
1581664,1581664,2021-08-04,2022-05-08,90,210
348611791,348611791,2021-08-04,2022-05-11,23,52
1836102,1836102,2021-08-04,2022-05-11,121,2553
48448585,48448585,2021-08-04,2022-05-11,207,1073
13707039,13707039,2021-08-04,2022-05-08,172,3614
4932145,4932145,2021-08-04,2022-05-08,158,521
259660407,259660407,2021-08-04,2022-05-11,40,70
38117897,38117897,2021-08-04,2022-05-11,40,188
15202508,15202508,2021-08-04,2022-05-11,36,59
40647428,40647428,2021-08-04,2022-05-11,88,784
184624101,184624101,2021-08-04,2022-05-11,38,66
5706157,5706157,2021-08-04,2022-05-11,12,33
18184674,18184674,2021-08-04,2022-05-08,136,1923
34950657,34950657,2021-08-04,2022-05-11,33,206
4678339,4678339,2021-08-04,2022-05-11,15,84
487131,487131,2021-08-04,2022-05-11,28,1301
20828629,20828629,2021-08-04,2022-05-11,50,126
444155421,444155421,2021-08-04,2022-05-11,23,232
19479011,19479011,2021-08-04,2022-05-11,67,203
6237549,6237549,2021-08-04,2022-05-11,79,643
64304608,64304608,2021-08-04,2022-05-11,20,45
441301300,441301300,2021-08-04,2022-05-11,81,528
5461489,5461489,2021-08-04,2022-05-08,121,409
1537181509,1537181509,2021-08-04,2022-05-11,116,796
86940601,86940601,2021-08-04,2022-05-08,80,496
25490092,25490092,2021-08-04,2022-05-08,99,233
329541438,329541438,2021-08-04,2022-05-08,31,247
33471785,33471785,2021-08-04,2022-05-11,16,136
6107309,6107309,2021-08-04,2022-05-11,14,19
6769776,6769776,2021-08-04,2022-05-11,17,75
175131181,175131181,2021-08-04,2022-05-08,17,19
33736177,33736177,2021-08-04,2022-05-11,35,110
248484047,248484047,2021-08-04,2022-05-11,32,156
178571754,178571754,2021-08-04,2022-05-11,44,125
647728657,647728657,2021-08-04,2022-05-11,11,87
175014559,175014559,2021-08-04,2022-05-11,33,64
5744159,5744159,2021-08-04,2022-05-11,11,13
104942091,104942091,2021-08-04,2022-05-11,15,61
383148525,383148525,2021-08-04,2022-05-08,50,296
434335850,434335850,2021-08-04,2022-05-08,102,602
13840444,13840444,2021-08-04,2022-05-08,48,664
34023608,34023608,2021-08-04,2022-05-11,10,37
45365356,45365356,2021-08-04,2022-05-08,62,90
32342818,32342818,2021-08-04,2022-05-11,54,164
11858319,11858319,2021-08-04,2022-05-11,56,137
10973398,10973398,2021-08-05,2022-05-11,54,691
173799109,173799109,2021-08-05,2022-05-11,28,138
4210887,4210887,2021-08-05,2022-05-11,12,44
3301387,3301387,2021-08-05,2022-05-11,13,53
642423,642423,2021-08-05,2022-05-11,48,497
328289278,328289278,2021-08-05,2022-05-11,70,90
8460632,8460632,2021-08-05,2022-05-11,36,173
12351402,12351402,2021-08-05,2022-05-11,147,740
4773575,4773575,2021-08-05,2022-05-11,41,96
38020662,38020662,2021-08-05,2022-05-11,70,387
37731127,37731127,2021-08-05,2022-05-08,15,18
34972603,34972603,2021-08-05,2022-05-08,62,106
6763614,6763614,2021-08-05,2022-05-11,53,322
32841537,32841537,2021-08-05,2022-05-11,16,66
28585854,28585854,2021-08-05,2022-05-11,104,221
67776964,67776964,2021-08-05,2022-05-11,101,4836
18669348,18669348,2021-08-05,2022-05-08,32,35
32163479,32163479,2021-08-05,2022-05-08,80,361
14954699,14954699,2021-08-05,2022-05-08,146,3126
10982006,10982006,2021-08-05,2022-05-08,120,389
9726706,9726706,2021-08-05,2022-05-11,11,30
151507669,151507669,2021-08-05,2022-05-11,80,1382
42435,42435,2021-08-05,2022-05-11,215,1205
52702534,52702534,2021-08-05,2022-05-11,110,290
3991139,3991139,2021-08-05,2022-05-11,16,28
7114408,7114408,2021-08-05,2022-05-11,20,31
24886592,24886592,2021-08-05,2022-05-11,15,1211
35057490,35057490,2021-08-05,2022-05-11,25,51
17072551,17072551,2021-08-05,2022-05-11,136,2185
158398520,158398520,2021-08-05,2022-05-11,41,85
121321857,121321857,2021-08-06,2022-05-11,11,68
419472345,419472345,2021-08-06,2022-05-11,35,145
40723835,40723835,2021-08-06,2022-05-11,83,254
111256051,111256051,2021-08-06,2022-05-11,15,23
222140849,222140849,2021-08-06,2022-05-11,35,332
646575065,646575065,2021-08-06,2022-05-11,41,84
16960396,16960396,2021-08-06,2022-05-08,29,79
12842701,12842701,2021-08-06,2022-05-11,143,1167
2508,2508,2021-08-06,2022-05-11,17,43
100867331,100867331,2021-08-06,2022-05-11,16,29
26171206,26171206,2021-08-06,2022-05-11,45,123
383478945,383478945,2021-08-06,2022-05-08,32,137
341275238,341275238,2021-08-06,2022-05-11,13,18
71349849,71349849,2021-08-06,2022-05-11,43,96
203260,203260,2021-08-06,2022-05-11,95,634
50120727,50120727,2021-08-06,2022-05-11,14,20
67912833,67912833,2021-08-08,2022-05-11,27,357
93829276,93829276,2021-08-08,2022-05-11,14,97
360769299,360769299,2021-08-08,2022-05-11,18,25
12930360,12930360,2021-08-08,2022-05-11,13,59
237423547,237423547,2021-08-08,2022-05-08,60,332
87636598,87636598,2021-08-08,2022-05-11,12,17
15975022,15975022,2021-08-08,2022-05-08,70,203
8197942,8197942,2021-08-08,2022-05-11,22,73
189695180,189695180,2021-08-08,2022-05-11,62,261
172501492,172501492,2021-08-08,2022-05-11,141,1062
26288219,26288219,2021-08-08,2022-05-11,10,25
7074319,7074319,2021-08-08,2022-05-08,60,116
38045209,38045209,2021-08-08,2022-05-11,12,55
105721098,105721098,2021-08-08,2022-05-11,105,932
38240560,38240560,2021-08-08,2022-05-11,13,21
12083799,12083799,2021-08-08,2022-05-08,44,71
98784041,98784041,2021-08-08,2022-05-11,83,367
17318223,17318223,2021-08-08,2022-05-11,97,1943
25357920,25357920,2021-08-08,2022-05-11,121,464
407571937,407571937,2021-08-08,2022-05-08,59,111
248295970,248295970,2021-08-08,2022-05-11,49,193
174957152,174957152,2021-08-08,2022-05-11,57,561
26549653,26549653,2021-08-08,2022-05-11,10,37
24691360,24691360,2021-08-08,2022-05-08,49,92
70452159,70452159,2021-08-08,2022-05-11,12,17
294018406,294018406,2021-08-08,2022-05-11,11,18
1814586,1814586,2021-08-08,2022-05-11,37,260
5883798,5883798,2021-08-08,2022-05-08,76,377
13374089,13374089,2021-08-08,2022-05-11,14,67
85829015,85829015,2021-08-08,2022-05-08,169,3565
17059428,17059428,2021-08-08,2022-05-11,10,34
7752391,7752391,2021-08-08,2022-05-11,79,95
415413210,415413210,2021-08-08,2022-05-08,18,30
32349908,32349908,2021-08-08,2022-05-08,24,33
15467626,15467626,2021-08-08,2022-05-08,115,1080
287829001,287829001,2021-08-08,2022-05-11,65,191
31964136,31964136,2021-08-08,2022-05-08,139,800
12232582,12232582,2021-08-08,2022-05-08,216,4560
19516132,19516132,2021-08-08,2022-05-11,93,385
333904823,333904823,2021-08-08,2022-05-11,36,57
10086873,10086873,2021-08-08,2022-05-08,192,1273
29608850,29608850,2021-08-08,2022-05-11,49,113
35208271,35208271,2021-08-08,2022-05-11,78,237
412933861,412933861,2021-08-08,2022-05-11,73,554
352328257,352328257,2021-08-08,2022-05-08,42,42
36765404,36765404,2021-08-08,2022-05-08,185,1678
200771148,200771148,2021-08-08,2022-05-11,43,262
474699600,474699600,2021-08-08,2022-05-11,70,503
21958040,21958040,2021-08-11,2022-05-11,29,78
194602660,194602660,2021-08-11,2022-05-08,146,229
22557860,22557860,2021-08-11,2022-05-11,226,6344
478846338,478846338,2021-08-11,2022-05-11,129,773
86623582,86623582,2021-08-11,2022-05-08,18,25
89109892,89109892,2021-08-11,2022-05-08,107,1057
26881769,26881769,2021-08-11,2022-05-11,18,63
373574072,373574072,2021-08-11,2022-05-11,57,318
179555804,179555804,2021-08-11,2022-05-11,26,86
19679765,19679765,2021-08-11,2022-05-11,53,361
87162817,87162817,2021-08-11,2022-05-11,77,842
66863253,66863253,2021-08-11,2022-05-11,24,29
13881473,13881473,2021-08-11,2022-05-11,95,353
27538787,27538787,2021-08-11,2022-05-08,129,434
35192697,35192697,2021-08-11,2022-05-11,19,71
299686381,299686381,2021-08-11,2022-05-11,67,585
30762214,30762214,2021-08-11,2022-05-08,26,31
394611139,394611139,2021-08-11,2022-05-11,45,117
23444440,23444440,2021-08-11,2022-05-08,159,748
24061037,24061037,2021-08-11,2022-05-11,46,101
57755971,57755971,2021-08-11,2022-05-11,80,278
38774240,38774240,2021-08-11,2022-05-11,18,68
21721183,21721183,2021-08-11,2022-05-11,24,84
372325890,372325890,2021-08-11,2022-05-11,41,54
2138660385,2138660385,2021-08-11,2022-05-11,21,77
23323566,23323566,2021-08-11,2022-05-11,20,76
355163367,355163367,2021-08-11,2022-05-11,45,86
8165783,8165783,2021-08-11,2022-05-11,21,97
69740243,69740243,2021-08-11,2022-05-08,126,542
8034427,8034427,2021-08-11,2022-05-08,64,138
36911849,36911849,2021-08-11,2022-05-11,75,535
441825690,441825690,2021-08-11,2022-05-11,20,150
291147298,291147298,2021-08-11,2022-05-11,64,281
383282975,383282975,2021-08-11,2022-05-08,12,39
444232377,444232377,2021-08-11,2022-05-11,22,105
252570918,252570918,2021-08-11,2022-05-11,44,405
236102636,236102636,2021-08-11,2022-05-11,12,15
34774915,34774915,2021-08-11,2022-05-11,53,155
97729562,97729562,2021-08-11,2022-05-11,83,425
412514701,412514701,2021-08-11,2022-05-11,10,16
481612830,481612830,2021-08-11,2022-05-11,14,78
45545332,45545332,2021-08-11,2022-05-11,10,18
13656814,13656814,2021-08-11,2022-05-08,141,674
12033690,12033690,2021-08-11,2022-05-08,78,131
508114773,508114773,2021-08-11,2022-05-11,118,302
84513078,84513078,2021-08-11,2022-05-08,39,77
210232415,210232415,2021-08-11,2022-05-08,42,214
263042407,263042407,2021-08-11,2022-05-11,60,348
52724572,52724572,2021-08-11,2022-05-11,92,616
334545378,334545378,2021-08-11,2022-05-11,29,54
41933751,41933751,2021-08-11,2022-05-11,18,36
362859277,362859277,2021-08-11,2022-05-11,12,22
211065059,211065059,2021-08-11,2022-05-11,49,412
362212134,362212134,2021-08-11,2022-05-11,34,147
478988185,478988185,2021-08-11,2022-05-11,13,58
7323003,7323003,2021-08-12,2022-05-11,19,370
21910908,21910908,2021-08-12,2022-05-11,28,115
24657408,24657408,2021-08-12,2022-05-11,41,176
2899142,2899142,2021-08-12,2022-05-11,72,230
40648467,40648467,2021-08-12,2022-05-08,18,105
22957632,22957632,2021-08-12,2022-05-08,119,461
109195527,109195527,2021-08-12,2022-05-11,13,22
2628880,2628880,2021-08-12,2022-05-11,44,86
34383506,34383506,2021-08-12,2022-05-08,186,345
1445398,1445398,2021-08-12,2022-05-11,63,209
38318450,38318450,2021-08-12,2022-05-08,17,27
6612096,6612096,2021-08-12,2022-05-08,10,30
34331500,34331500,2021-08-12,2022-05-08,150,425
218647608,218647608,2021-08-12,2022-05-11,136,309
444756883,444756883,2021-08-12,2022-05-08,18,23
8115942,8115942,2021-08-12,2022-05-11,137,893
10663864,10663864,2021-08-12,2022-05-08,13,26
30744833,30744833,2021-08-12,2022-05-11,155,2999
11090931,11090931,2021-08-12,2022-05-11,14,51
382062327,382062327,2021-08-12,2022-05-08,46,147
12498531,12498531,2021-08-12,2022-05-11,36,98
325614447,325614447,2021-08-12,2022-05-08,23,300
229203096,229203096,2021-08-12,2022-05-11,38,207
53957824,53957824,2021-08-12,2022-05-08,173,904
16642032,16642032,2021-08-12,2022-05-11,93,190
1962878124,1962878124,2021-08-12,2022-05-11,77,1160
155142977,155142977,2021-08-12,2022-05-11,63,245
678917220,678917220,2021-08-12,2022-05-08,80,189
311753274,311753274,2021-08-12,2022-05-11,94,411
32878751,32878751,2021-08-12,2022-05-11,12,17
13492308,13492308,2021-08-12,2022-05-11,24,73
52273820,52273820,2021-08-12,2022-05-08,92,620
26087499,26087499,2021-08-12,2022-05-11,12,16
416521208,416521208,2021-08-12,2022-05-08,38,112
2765552,2765552,2021-08-12,2022-05-08,96,1108
190020573,190020573,2021-08-12,2022-05-11,30,110
26581072,26581072,2021-08-12,2022-05-08,32,51
121348392,121348392,2021-08-12,2022-05-11,20,55
293686900,293686900,2021-08-12,2022-05-11,50,252
98695794,98695794,2021-08-12,2022-05-08,25,36
202241870,202241870,2021-08-12,2022-05-11,20,141
6648240,6648240,2021-08-12,2022-05-11,72,245
27444968,27444968,2021-08-12,2022-05-11,19,114
503542039,503542039,2021-08-12,2022-05-11,25,91
354470099,354470099,2021-08-12,2022-05-08,39,57
3462058,3462058,2021-08-12,2022-05-11,16,65
1402456281,1402456281,2021-08-13,2022-05-11,61,311
673754864,673754864,2021-08-13,2022-05-11,117,449
