,uid,first_seen,last_seen,stream_count,comment_count
179847000,179847000,2021-06-04,2022-05-11,35,106
12585189,12585189,2021-06-04,2022-05-11,105,303
154079562,154079562,2021-06-04,2022-05-11,72,180
4410713,4410713,2021-06-04,2022-05-08,130,1208
1362241,1362241,2021-06-04,2022-05-11,120,353
39341401,39341401,2021-06-04,2022-05-08,126,205
34020893,34020893,2021-06-04,2022-05-11,25,91
158610350,158610350,2021-06-04,2022-05-11,61,854
23024553,23024553,2021-06-04,2022-05-08,12,13
29015386,29015386,2021-06-04,2022-05-08,143,373
11598757,11598757,2021-06-05,2022-05-11,19,56
13227688,13227688,2021-06-05,2022-05-08,22,43
173598312,173598312,2021-06-05,2022-05-11,10,19
11159623,11159623,2021-06-05,2022-05-11,34,69
438598453,438598453,2021-06-05,2022-05-08,31,97
23351667,23351667,2021-06-05,2022-05-08,52,54
32214191,32214191,2021-06-05,2022-05-08,11,31
392471562,392471562,2021-06-05,2022-05-11,155,268
39460488,39460488,2021-06-05,2022-05-11,109,319
11690745,11690745,2021-06-05,2022-05-11,55,728
60960883,60960883,2021-06-05,2022-05-11,79,166
1939473139,1939473139,2021-06-05,2022-05-11,51,180
240358763,240358763,2021-06-05,2022-05-11,14,52
11543120,11543120,2021-06-05,2022-05-08,125,214
333658531,333658531,2021-06-05,2022-05-08,201,1751
88264553,88264553,2021-06-05,2022-05-11,15,27
19124259,19124259,2021-06-05,2022-05-11,48,249
3983353,3983353,2021-06-05,2022-05-11,50,232
396925406,396925406,2021-06-05,2022-05-11,43,109
1562844,1562844,2021-06-05,2022-05-11,27,64
13303705,13303705,2021-06-05,2022-05-08,187,507
81662418,81662418,2021-06-05,2022-05-08,109,1807
23501756,23501756,2021-06-06,2022-05-08,248,628
111142768,111142768,2021-06-06,2022-05-11,18,90
11208460,11208460,2021-06-06,2022-05-11,147,889
32985018,32985018,2021-06-06,2022-05-11,16,295
12478314,12478314,2021-06-06,2022-05-08,75,223
382102075,382102075,2021-06-06,2022-05-11,83,533
6889902,6889902,2021-06-06,2022-05-11,59,261
23718551,23718551,2021-06-06,2022-05-11,24,51
10706585,10706585,2021-06-06,2022-05-11,164,520
78966267,78966267,2021-06-06,2022-05-08,24,31
11930168,11930168,2021-06-09,2022-05-11,129,452
433915198,433915198,2021-06-09,2022-05-08,46,108
23212619,23212619,2021-06-09,2022-05-11,76,629
442217398,442217398,2021-06-09,2022-05-11,236,1763
9219197,9219197,2021-06-09,2022-05-11,204,2487
4674819,4674819,2021-06-09,2022-05-11,29,269
9449824,9449824,2021-06-09,2022-05-08,216,1993
32624225,32624225,2021-06-09,2022-05-11,162,522
13212919,13212919,2021-06-09,2022-05-11,124,1009
499677079,499677079,2021-06-09,2022-05-11,44,231
24345959,24345959,2021-06-09,2022-05-11,91,105
785430,785430,2021-06-09,2022-05-11,130,4122
52663317,52663317,2021-06-09,2022-05-11,130,839
7917965,7917965,2021-06-09,2022-05-11,10,45
22570702,22570702,2021-06-09,2022-05-11,21,41
15203295,15203295,2021-06-09,2022-05-11,49,110
42894419,42894419,2021-06-09,2022-05-11,22,52
353902789,353902789,2021-06-09,2022-05-08,68,830
1954671,1954671,2021-06-09,2022-05-11,111,471
169832458,169832458,2021-06-09,2022-05-11,68,214
30470768,30470768,2021-06-09,2022-05-08,230,4389
2383166,2383166,2021-06-10,2022-05-11,41,322
37270687,37270687,2021-06-10,2022-05-11,129,761
4025512,4025512,2021-06-10,2022-05-11,32,79
442703139,442703139,2021-06-10,2022-05-11,38,76
668247011,668247011,2021-06-10,2022-05-08,49,514
34591996,34591996,2021-06-10,2022-05-11,63,395
379500924,379500924,2021-06-10,2022-05-11,128,371
18778821,18778821,2021-06-10,2022-05-11,38,754
12247591,12247591,2021-06-10,2022-05-11,179,1035
399174783,399174783,2021-06-10,2022-05-11,197,1247
27243003,27243003,2021-06-10,2022-05-11,10,23
83191894,83191894,2021-06-10,2022-05-11,33,64
6383445,6383445,2021-06-10,2022-05-11,76,118
5073694,5073694,2021-06-10,2022-05-08,138,1082
37961401,37961401,2021-06-10,2022-05-11,88,405
11845533,11845533,2021-06-10,2022-05-11,12,14
1228317381,1228317381,2021-06-12,2022-05-11,23,396
443195931,443195931,2021-06-12,2022-05-11,31,1512
1790287,1790287,2021-06-12,2022-05-11,207,1046
96271719,96271719,2021-06-12,2022-05-08,103,120
179659492,179659492,2021-06-12,2022-05-08,12,18
15495046,15495046,2021-06-12,2022-05-11,87,684
30170792,30170792,2021-06-12,2022-05-08,229,3134
1470080,1470080,2021-06-12,2022-05-11,44,68
2096753,2096753,2021-06-12,2022-05-08,18,23
8573496,8573496,2021-06-12,2022-05-11,139,1117
52761881,52761881,2021-06-12,2022-05-11,80,191
31989448,31989448,2021-06-12,2022-05-11,152,2981
42557305,42557305,2021-06-12,2022-05-11,26,165
24551513,24551513,2021-06-12,2022-05-11,27,175
491637105,491637105,2021-06-12,2022-05-11,14,54
52214072,52214072,2021-06-12,2022-05-11,75,423
20574026,20574026,2021-06-12,2022-05-08,57,405
26961344,26961344,2021-06-12,2022-05-08,49,90
5483732,5483732,2021-06-12,2022-05-08,18,31
280721467,280721467,2021-06-12,2022-05-08,83,344
33283598,33283598,2021-06-12,2022-05-11,31,147
37815044,37815044,2021-06-12,2022-05-08,226,1536
3410887,3410887,2021-06-12,2022-05-11,11,13
40348112,40348112,2021-06-12,2022-05-11,18,32
2039683727,2039683727,2021-06-12,2022-05-11,173,6434
6701599,6701599,2021-06-12,2022-05-11,111,328
23345805,23345805,2021-06-12,2022-05-11,131,1238
2870981,2870981,2021-06-12,2022-05-08,24,36
169455591,169455591,2021-06-12,2022-05-11,24,200
6602565,6602565,2021-06-12,2022-05-08,117,2303
10479658,10479658,2021-06-12,2022-05-11,151,477
12253207,12253207,2021-06-12,2022-05-11,28,120
2006332,2006332,2021-06-12,2022-05-11,13,18
14923573,14923573,2021-06-12,2022-05-11,29,61
7175402,7175402,2021-06-12,2022-05-11,53,248
14965519,14965519,2021-06-12,2022-05-11,39,326
15217665,15217665,2021-06-12,2022-05-11,43,83
13303548,13303548,2021-06-12,2022-05-11,77,385
102433605,102433605,2021-06-12,2022-05-11,161,2755
16667106,16667106,2021-06-12,2022-05-11,22,118
356783174,356783174,2021-06-12,2022-05-11,171,1714
26586869,26586869,2021-06-12,2022-05-08,172,5505
179578833,179578833,2021-06-12,2022-05-11,172,1765
51536000,51536000,2021-06-12,2022-05-08,23,47
2396350,2396350,2021-06-12,2022-05-08,82,143
169773640,169773640,2021-06-12,2022-05-11,25,26
7831042,7831042,2021-06-12,2022-05-11,53,136
286953715,286953715,2021-06-12,2022-05-08,22,28
316751413,316751413,2021-06-12,2022-05-11,13,23
37538089,37538089,2021-06-12,2022-05-11,18,46
13922371,13922371,2021-06-12,2022-05-11,67,97
2788454,2788454,2021-06-12,2022-05-11,89,438
20377078,20377078,2021-06-12,2022-05-11,11,61
9303944,9303944,2021-06-12,2022-05-11,23,40
8356333,8356333,2021-06-12,2022-05-11,103,574
33611387,33611387,2021-06-12,2022-05-11,114,378
23160831,23160831,2021-06-12,2022-05-11,43,134
86352673,86352673,2021-06-12,2022-05-11,28,42
36537494,36537494,2021-06-12,2022-05-11,12,29
69004284,69004284,2021-06-12,2022-05-08,78,226
11196852,11196852,2021-06-12,2022-05-11,29,42
35053395,35053395,2021-06-12,2022-05-08,39,195
41319246,41319246,2021-06-12,2022-05-11,22,64
1794501,1794501,2021-06-12,2022-05-11,70,132
31944791,31944791,2021-06-12,2022-05-08,40,95
57940683,57940683,2021-06-12,2022-05-08,234,3977
76606819,76606819,2021-06-12,2022-05-11,211,784
22900652,22900652,2021-06-12,2022-05-08,152,162
184470218,184470218,2021-06-12,2022-05-11,21,64
35763747,35763747,2021-06-12,2022-05-11,201,1635
3061507,3061507,2021-06-12,2022-05-11,13,39
35945397,35945397,2021-06-12,2022-05-11,257,4445
174156407,174156407,2021-06-12,2022-05-11,49,224
200399563,200399563,2021-06-12,2022-05-11,142,775
473348553,473348553,2021-06-12,2022-05-08,52,198
29108034,29108034,2021-06-12,2022-05-08,57,67
11228024,11228024,2021-06-12,2022-05-11,116,244
65565542,65565542,2021-06-12,2022-05-11,10,16
622906303,622906303,2021-06-13,2022-05-11,132,3916
3818934,3818934,2021-06-13,2022-05-08,169,5253
14373440,14373440,2021-06-13,2022-05-11,105,630
19493828,19493828,2021-06-13,2022-05-11,102,207
473618286,473618286,2021-06-13,2022-05-08,19,143
39835883,39835883,2021-06-13,2022-05-11,13,36
12851890,12851890,2021-06-13,2022-05-11,68,323
337357171,337357171,2021-06-13,2022-05-11,68,116
9350224,9350224,2021-06-13,2022-05-11,88,646
332876351,332876351,2021-06-13,2022-05-11,96,251
34629788,34629788,2021-06-13,2022-05-08,105,1078
178147847,178147847,2021-06-13,2022-05-11,92,429
25120262,25120262,2021-06-13,2022-05-08,188,2374
2638863,2638863,2021-06-13,2022-05-11,22,62
76698444,76698444,2021-06-13,2022-05-11,52,155
276315701,276315701,2021-06-13,2022-05-08,124,379
44669628,44669628,2021-06-13,2022-05-11,38,130
34117878,34117878,2021-06-13,2022-05-08,198,892
349010660,349010660,2021-06-13,2022-05-08,19,43
7584308,7584308,2021-06-13,2022-05-11,16,43
25680590,25680590,2021-06-13,2022-05-11,13,30
33122647,33122647,2021-06-13,2022-05-11,65,1637
9172820,9172820,2021-06-13,2022-05-11,33,65
29148861,29148861,2021-06-13,2022-05-08,11,24
13139820,13139820,2021-06-13,2022-05-11,60,374
11943963,11943963,2021-06-13,2022-05-11,26,50
85575390,85575390,2021-06-13,2022-05-11,10,17
3416138,3416138,2021-06-14,2022-05-08,94,746
6427322,6427322,2021-06-14,2022-05-11,39,102
20582682,20582682,2021-06-14,2022-05-11,42,115
80321590,80321590,2021-06-14,2022-05-11,18,59
52057424,52057424,2021-06-14,2022-05-08,118,456
5651756,5651756,2021-06-14,2022-05-11,31,33
19980834,19980834,2021-06-14,2022-05-11,109,277
44701755,44701755,2021-06-14,2022-05-08,182,918
89862090,89862090,2021-06-14,2022-05-08,86,888
95981102,95981102,2021-06-14,2022-05-11,61,1576
46971716,46971716,2021-06-14,2022-05-08,68,77
24933679,24933679,2021-06-14,2022-05-08,143,505
15134194,15134194,2021-06-14,2022-05-08,43,218
14148688,14148688,2021-06-14,2022-05-11,17,50
351752043,351752043,2021-06-14,2022-05-08,79,166
11566361,11566361,2021-06-14,2022-05-11,92,457
27186343,27186343,2021-06-14,2022-05-11,20,38
166374108,166374108,2021-06-14,2022-05-08,15,104
11569296,11569296,2021-06-14,2022-05-11,14,38
5072318,5072318,2021-06-14,2022-05-11,227,1175
7587143,7587143,2021-06-14,2022-05-11,18,135
238679209,238679209,2021-06-14,2022-05-11,49,110
298337,298337,2021-06-14,2022-05-08,47,264
175486353,175486353,2021-06-14,2022-05-11,26,36
430259945,430259945,2021-06-14,2022-05-08,12,16
14899960,14899960,2021-06-16,2022-05-11,26,70
6452555,6452555,2021-06-16,2022-05-11,65,188
23347957,23347957,2021-06-16,2022-05-11,69,925
33428592,33428592,2021-06-16,2022-05-11,14,77
391392151,391392151,2021-06-16,2022-05-11,151,762
20560772,20560772,2021-06-16,2022-05-11,31,186
88758403,88758403,2021-06-16,2022-05-11,16,44
101680265,101680265,2021-06-16,2022-05-11,20,46
7088592,7088592,2021-06-16,2022-05-11,33,147
8121489,8121489,2021-06-16,2022-05-08,118,217
39657952,39657952,2021-06-16,2022-05-08,21,51
18681150,18681150,2021-06-16,2022-05-11,105,622
43927028,43927028,2021-06-16,2022-05-11,20,166
299357335,299357335,2021-06-16,2022-05-11,10,72
11237495,11237495,2021-06-16,2022-05-11,79,315
364350870,364350870,2021-06-16,2022-05-08,64,220
291292936,291292936,2021-06-16,2022-05-11,123,628
8181598,8181598,2021-06-16,2022-05-08,125,839
28843675,28843675,2021-06-16,2022-05-11,39,176
8408480,8408480,2021-06-16,2022-05-11,54,303
20656674,20656674,2021-06-16,2022-05-08,32,141
102537624,102537624,2021-06-16,2022-05-08,37,63
688383453,688383453,2021-06-16,2022-05-11,58,218
178344373,178344373,2021-06-16,2022-05-11,59,82
7679518,7679518,2021-06-16,2022-05-11,207,3260
165747603,165747603,2021-06-16,2022-05-11,23,53
1733321281,1733321281,2021-06-16,2022-05-11,25,92
8629794,8629794,2021-06-16,2022-05-08,174,186
349278765,349278765,2021-06-16,2022-05-11,30,216
1627264707,1627264707,2021-06-16,2022-05-11,31,115
628313206,628313206,2021-06-16,2022-05-11,10,20
627806705,627806705,2021-06-16,2022-05-11,23,125
85500444,85500444,2021-06-16,2022-05-11,207,9610
173088233,173088233,2021-06-16,2022-05-11,192,4222
12214237,12214237,2021-06-17,2022-05-11,79,327
387115837,387115837,2021-06-17,2022-05-11,69,185
8234691,8234691,2021-06-17,2022-05-11,26,37
259120025,259120025,2021-06-17,2022-05-11,86,824
35673123,35673123,2021-06-17,2022-05-11,40,167
289754344,289754344,2021-06-17,2022-05-11,42,150
385455262,385455262,2021-06-17,2022-05-08,98,326
15366192,15366192,2021-06-17,2022-05-11,32,119
18245712,18245712,2021-06-17,2022-05-08,11,11
14486950,14486950,2021-06-17,2022-05-11,51,508
7963849,7963849,2021-06-17,2022-05-11,18,38
102586786,102586786,2021-06-17,2022-05-08,46,50
97068754,97068754,2021-06-17,2022-05-11,86,192
102388880,102388880,2021-06-17,2022-05-11,21,54
450896159,450896159,2021-06-17,2022-05-11,42,135
124353728,124353728,2021-06-17,2022-05-11,27,101
35855590,35855590,2021-06-17,2022-05-08,25,36
1870682,1870682,2021-06-17,2022-05-08,100,497
6768522,6768522,2021-06-17,2022-05-11,14,42
13630129,13630129,2021-06-17,2022-05-11,46,293
235659427,235659427,2021-06-17,2022-05-11,17,46
497517230,497517230,2021-06-17,2022-05-11,23,41
646302836,646302836,2021-06-17,2022-05-08,138,721
8900245,8900245,2021-06-17,2022-05-08,133,184
28459405,28459405,2021-06-17,2022-05-11,56,175
25322493,25322493,2021-06-17,2022-05-11,50,246
209934191,209934191,2021-06-17,2022-05-11,148,1783
30531087,30531087,2021-06-17,2022-05-11,58,892
1838902,1838902,2021-06-17,2022-05-08,42,327
474578995,474578995,2021-06-17,2022-05-08,25,35
398889243,398889243,2021-06-17,2022-05-08,151,408
3497773,3497773,2021-06-17,2022-05-08,152,558
177422311,177422311,2021-06-17,2022-05-08,209,939
400286256,400286256,2021-06-17,2022-05-11,145,695
71229561,71229561,2021-06-17,2022-05-11,14,36
20585441,20585441,2021-06-17,2022-05-11,51,139
75473017,75473017,2021-06-17,2022-05-11,11,29
10254437,10254437,2021-06-17,2022-05-11,176,558
16806400,16806400,2021-06-17,2022-05-08,63,158
4707850,4707850,2021-06-17,2022-05-11,34,115
845531,845531,2021-06-17,2022-05-11,99,663
31405593,31405593,2021-06-17,2022-05-11,12,19
208996422,208996422,2021-06-17,2022-05-11,11,158
8266218,8266218,2021-06-17,2022-05-11,18,25
182843322,182843322,2021-06-17,2022-05-11,24,217
34400010,34400010,2021-06-17,2022-05-11,14,67
10360789,10360789,2021-06-17,2022-05-11,35,137
23256482,23256482,2021-06-18,2022-05-11,110,1358
32454868,32454868,2021-06-18,2022-05-11,105,145
23752988,23752988,2021-06-18,2022-05-11,12,25
25796663,25796663,2021-06-18,2022-05-11,33,91
108211872,108211872,2021-06-18,2022-05-11,176,1095
3759423,3759423,2021-06-18,2022-05-11,21,48
229595806,229595806,2021-06-18,2022-05-11,30,147
26565724,26565724,2021-06-18,2022-05-11,43,146
10688660,10688660,2021-06-18,2022-05-08,63,87
32444082,32444082,2021-06-18,2022-05-08,29,44
12515137,12515137,2021-06-18,2022-05-11,46,429
2393034,2393034,2021-06-18,2022-05-08,15,56
27002774,27002774,2021-06-19,2022-05-11,13,25
12668349,12668349,2021-06-19,2022-05-11,104,792
288378447,288378447,2021-06-19,2022-05-08,68,185
26815544,26815544,2021-06-19,2022-05-11,26,47
204936181,204936181,2021-06-19,2022-05-08,48,279
87687481,87687481,2021-06-19,2022-05-11,83,272
4943754,4943754,2021-06-19,2022-05-08,50,151
18874067,18874067,2021-06-19,2022-05-11,28,76
32629824,32629824,2021-06-19,2022-05-11,28,77
26941394,26941394,2021-06-19,2022-05-11,79,360
13728211,13728211,2021-06-19,2022-05-11,64,168
402763430,402763430,2021-06-19,2022-05-08,156,1480
91503175,91503175,2021-06-19,2022-05-11,145,727
82210181,82210181,2021-06-19,2022-05-08,22,33
172923018,172923018,2021-06-19,2022-05-11,125,721
27173906,27173906,2021-06-19,2022-05-08,104,437
38955243,38955243,2021-06-19,2022-05-11,36,432
37259796,37259796,2021-06-19,2022-05-11,45,129
6368509,6368509,2021-06-19,2022-05-11,183,5956
100843757,100843757,2021-06-19,2022-05-11,31,72
2119636239,2119636239,2021-06-19,2022-05-11,44,172
440129054,440129054,2021-06-19,2022-05-11,13,85
186819948,186819948,2021-06-19,2022-05-11,150,1322
389766478,389766478,2021-06-19,2022-05-08,94,557
271589727,271589727,2021-06-19,2022-05-11,13,34
8222729,8222729,2021-06-19,2022-05-08,114,878
8432786,8432786,2021-06-19,2022-05-11,61,475
265636339,265636339,2021-06-19,2022-05-11,75,288
359186698,359186698,2021-06-19,2022-05-11,131,1502
11155761,11155761,2021-06-19,2022-05-11,44,105
289371834,289371834,2021-06-19,2022-05-11,18,32
51098590,51098590,2021-06-19,2022-05-08,14,19
248526615,248526615,2021-06-19,2022-05-11,27,72
12129176,12129176,2021-06-19,2022-05-11,79,291
25686054,25686054,2021-06-20,2022-05-08,53,291
12816296,12816296,2021-06-20,2022-05-11,23,92
13107811,13107811,2021-06-20,2022-05-11,29,139
290659077,290659077,2021-06-20,2022-05-11,64,169
12301304,12301304,2021-06-20,2022-05-08,42,195
346594991,346594991,2021-06-20,2022-05-11,20,30
305364185,305364185,2021-06-20,2022-05-11,169,728
281363727,281363727,2021-06-20,2022-05-11,33,130
488307,488307,2021-06-20,2022-05-11,40,137
145843540,145843540,2021-06-20,2022-05-11,43,77
21242961,21242961,2021-06-20,2022-05-11,60,259
143352462,143352462,2021-06-20,2022-05-08,110,1265
104404612,104404612,2021-06-20,2022-05-08,128,664
14210452,14210452,2021-06-20,2022-05-11,42,97
31447246,31447246,2021-06-20,2022-05-11,111,481
23331618,23331618,2021-06-20,2022-05-08,156,1255
9005165,9005165,2021-06-20,2022-05-11,158,1108
11805368,11805368,2021-06-20,2022-05-11,56,261
20736291,20736291,2021-06-20,2022-05-11,19,59
183777429,183777429,2021-06-20,2022-05-11,10,16
24769391,24769391,2021-06-20,2022-05-11,32,158
108091388,108091388,2021-06-20,2022-05-11,85,213
82644839,82644839,2021-06-20,2022-05-08,14,45
6096416,6096416,2021-06-20,2022-05-08,65,92
38225010,38225010,2021-06-23,2022-05-11,23,28
179383402,179383402,2021-06-23,2022-05-08,88,156
11536472,11536472,2021-06-23,2022-05-11,10,21
27040626,27040626,2021-06-23,2022-05-11,11,68
8403483,8403483,2021-06-23,2022-05-11,17,172
16060095,16060095,2021-06-23,2022-05-08,196,3009
168704710,168704710,2021-06-23,2022-05-11,15,51
65596690,65596690,2021-06-23,2022-05-08,37,49
2667830,2667830,2021-06-23,2022-05-08,147,458
351559727,351559727,2021-06-23,2022-05-11,68,283
10236357,10236357,2021-06-23,2022-05-08,198,1307
14637596,14637596,2021-06-23,2022-05-11,121,256
8233032,8233032,2021-06-23,2022-05-08,60,104
43854044,43854044,2021-06-23,2022-05-08,26,73
38890021,38890021,2021-06-23,2022-05-11,138,331
413988693,413988693,2021-06-23,2022-05-11,86,3349
10987971,10987971,2021-06-23,2022-05-11,18,57
2827332,2827332,2021-06-23,2022-05-08,111,166
14899149,14899149,2021-06-23,2022-05-08,115,527
30864116,30864116,2021-06-23,2022-05-11,16,53
9119442,9119442,2021-06-23,2022-05-11,47,139
14218068,14218068,2021-06-23,2022-05-11,11,22
23095679,23095679,2021-06-23,2022-05-08,116,142
10700769,10700769,2021-06-23,2022-05-11,193,1320
37409122,37409122,2021-06-23,2022-05-11,21,68
88024149,88024149,2021-06-23,2022-05-11,190,2266
23282110,23282110,2021-06-23,2022-05-11,52,90
12453359,12453359,2021-06-23,2022-05-11,29,51
66599088,66599088,2021-06-23,2022-05-11,130,642
655231,655231,2021-06-23,2022-05-11,26,31
9136361,9136361,2021-06-23,2022-05-11,45,241
663235,663235,2021-06-23,2022-05-11,257,6588
8573490,8573490,2021-06-23,2022-05-11,35,109
23099864,23099864,2021-06-24,2022-05-08,37,62
290095506,290095506,2021-06-24,2022-05-08,202,1472
10807191,10807191,2021-06-24,2022-05-11,17,54
22636624,22636624,2021-06-24,2022-05-11,52,245
13592870,13592870,2021-06-24,2022-05-08,98,335
165535922,165535922,2021-06-24,2022-05-11,15,21
2829657,2829657,2021-06-24,2022-05-11,120,468
19069093,19069093,2021-06-24,2022-05-08,135,643
353301603,353301603,2021-06-24,2022-05-11,184,1478
2624586,2624586,2021-06-24,2022-05-08,165,1678
9301571,9301571,2021-06-24,2022-05-08,141,614
22229645,22229645,2021-06-24,2022-05-11,120,841
356476454,356476454,2021-06-24,2022-05-11,51,230
35221870,35221870,2021-06-24,2022-05-11,117,476
12077979,12077979,2021-06-24,2022-05-11,31,79
19408090,19408090,2021-06-24,2022-05-08,34,59
9573919,9573919,2021-06-24,2022-05-08,58,283
34509115,34509115,2021-06-24,2022-05-11,82,168
15032446,15032446,2021-06-24,2022-05-11,34,142
55487693,55487693,2021-06-24,2022-05-11,70,158
17160172,17160172,2021-06-24,2022-05-11,73,708
23162845,23162845,2021-06-24,2022-05-11,39,116
20981482,20981482,2021-06-24,2022-05-08,37,46
13946358,13946358,2021-06-24,2022-05-08,67,212
38280283,38280283,2021-06-24,2022-05-11,88,676
34067392,34067392,2021-06-24,2022-05-11,55,327
